Season,Race Name,Circuit,Location,Country,Date,Driver,Constructor,Final Position,Grid Position,Fastest Lap,Status
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Gené,Minardi,8,20,N/A,+1 Lap
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Diniz,Sauber,9,11,N/A,+1 Lap
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Wurz,Benetton,10,14,N/A,+1 Lap
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Burti,Jaguar,11,21,N/A,+2 Laps
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Mazzacane,Minardi,12,22,N/A,+3 Laps
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Zonta,BAR,13,6,N/A,Engine
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Schumacher,Williams,14,19,N/A,Brakes
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Heidfeld,Prost,15,13,N/A,Collision
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Alesi,Prost,16,17,N/A,Collision
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,de la Rosa,Arrows,17,12,N/A,Gearbox
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Verstappen,Arrows,18,10,N/A,Engine
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Frentzen,Jordan,19,15,N/A,Oil leak
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Schumacher,Ferrari,20,4,N/A,Collision
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Trulli,Jordan,21,5,N/A,Collision
2000,Austrian Grand Prix,Red Bull Ring,Spielberg,Austria,2000-07-16,Fisichella,Benetton,22,8,N/A,Collision
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Barrichello,Ferrari,1,18,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Häkkinen,McLaren,2,4,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Coulthard,McLaren,3,1,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Button,Williams,4,16,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Salo,Sauber,5,15,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,de la Rosa,Arrows,6,5,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Schumacher,Williams,7,14,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Villeneuve,BAR,8,9,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Trulli,Jordan,9,6,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Irvine,Jaguar,10,10,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Mazzacane,Minardi,11,21,N/A,Finished
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Heidfeld,Prost,12,13,N/A,Alternator
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Frentzen,Jordan,13,17,N/A,Gearbox
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Verstappen,Arrows,14,11,N/A,Spun off
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Zonta,BAR,15,12,N/A,Spun off
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Gené,Minardi,16,22,N/A,Engine
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Wurz,Benetton,17,7,N/A,Electrical
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Diniz,Sauber,18,19,N/A,Collision
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Alesi,Prost,19,20,N/A,Collision
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Herbert,Jaguar,20,8,N/A,Gearbox
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Schumacher,Ferrari,21,2,N/A,Collision
2000,German Grand Prix,Hockenheimring,Hockenheim,Germany,2000-07-30,Fisichella,Benetton,22,3,N/A,Collision
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Häkkinen,McLaren,1,3,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Schumacher,Ferrari,2,1,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Coulthard,McLaren,3,2,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Barrichello,Ferrari,4,5,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Schumacher,Williams,5,4,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Frentzen,Jordan,6,6,N/A,Finished
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Trulli,Jordan,7,12,N/A,+1 Lap
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Irvine,Jaguar,8,10,N/A,+1 Lap
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Button,Williams,9,8,N/A,+1 Lap
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Salo,Sauber,10,9,N/A,+1 Lap
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Wurz,Benetton,11,11,N/A,+1 Lap
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Villeneuve,BAR,12,16,N/A,+2 Laps
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Verstappen,Arrows,13,20,N/A,+2 Laps
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Zonta,BAR,14,18,N/A,+2 Laps
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Gené,Minardi,15,21,N/A,+3 Laps
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,de la Rosa,Arrows,16,15,N/A,+4 Laps
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Mazzacane,Minardi,17,22,N/A,Engine
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Herbert,Jaguar,18,17,N/A,Gearbox
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Diniz,Sauber,19,13,N/A,Transmission
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Fisichella,Benetton,20,7,N/A,Brakes
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Heidfeld,Prost,21,19,N/A,Electrical
2000,Hungarian Grand Prix,Hungaroring,Budapest,Hungary,2000-08-13,Alesi,Prost,22,14,N/A,Suspension
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Häkkinen,McLaren,1,1,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Schumacher,Ferrari,2,4,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Schumacher,Williams,3,6,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Coulthard,McLaren,4,5,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Button,Williams,5,3,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Frentzen,Jordan,6,8,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Villeneuve,BAR,7,7,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Herbert,Jaguar,8,9,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Salo,Sauber,9,18,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Irvine,Jaguar,10,12,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Diniz,Sauber,11,15,N/A,Finished
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Zonta,BAR,12,13,N/A,+1 Lap
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Wurz,Benetton,13,19,N/A,+1 Lap
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Gené,Minardi,14,21,N/A,+1 Lap
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Verstappen,Arrows,15,20,N/A,+1 Lap
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,de la Rosa,Arrows,16,16,N/A,+2 Laps
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Mazzacane,Minardi,17,22,N/A,+2 Laps
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Barrichello,Ferrari,18,10,N/A,Fuel pressure
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Alesi,Prost,19,17,N/A,Fuel pressure
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Heidfeld,Prost,20,14,N/A,Engine
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Fisichella,Benetton,21,11,N/A,Electrical
2000,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,2000-08-27,Trulli,Jordan,22,2,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Schumacher,Ferrari,1,1,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Häkkinen,McLaren,2,3,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Schumacher,Williams,3,7,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Verstappen,Arrows,4,11,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Wurz,Benetton,5,13,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Zonta,BAR,6,17,N/A,Finished
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Salo,Sauber,7,15,N/A,+1 Lap
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Diniz,Sauber,8,16,N/A,+1 Lap
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Gené,Minardi,9,21,N/A,+1 Lap
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Mazzacane,Minardi,10,22,N/A,+1 Lap
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Fisichella,Benetton,11,9,N/A,+1 Lap
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Alesi,Prost,12,19,N/A,+2 Laps
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Heidfeld,Prost,13,20,N/A,Spun off
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Villeneuve,BAR,14,4,N/A,Electrical
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Button,Williams,15,12,N/A,Spun off
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Herbert,Jaguar,16,18,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Barrichello,Ferrari,17,2,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Coulthard,McLaren,18,5,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Trulli,Jordan,19,6,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Frentzen,Jordan,20,8,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,de la Rosa,Arrows,21,10,N/A,Collision
2000,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,2000-09-10,Irvine,Jaguar,22,14,N/A,Spun off
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Schumacher,Ferrari,1,1,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Barrichello,Ferrari,2,4,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Frentzen,Jordan,3,7,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Villeneuve,BAR,4,8,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Coulthard,McLaren,5,2,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Zonta,BAR,6,12,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Irvine,Jaguar,7,17,N/A,Finished
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Diniz,Sauber,8,9,N/A,+1 Lap
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Heidfeld,Prost,9,16,N/A,+1 Lap
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Wurz,Benetton,10,11,N/A,+1 Lap
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Herbert,Jaguar,11,19,N/A,+1 Lap
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Gené,Minardi,12,22,N/A,+1 Lap
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Alesi,Prost,13,20,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Mazzacane,Minardi,14,21,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Schumacher,Williams,15,10,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,de la Rosa,Arrows,16,18,N/A,Gearbox
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Fisichella,Benetton,17,15,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Verstappen,Arrows,18,13,N/A,Brakes
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Häkkinen,McLaren,19,3,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Salo,Sauber,20,14,N/A,Spun off
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Button,Williams,21,6,N/A,Engine
2000,United States Grand Prix,Indianapolis Motor Speedway,Indianapolis,USA,2000-09-24,Trulli,Jordan,22,5,N/A,Collision
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Schumacher,Ferrari,1,1,N/A,Finished
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Häkkinen,McLaren,2,2,N/A,Finished
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Coulthard,McLaren,3,3,N/A,Finished
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Barrichello,Ferrari,4,4,N/A,Finished
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Button,Williams,5,5,N/A,Finished
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Villeneuve,BAR,6,9,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Herbert,Jaguar,7,10,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Irvine,Jaguar,8,7,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Zonta,BAR,9,18,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Salo,Sauber,10,19,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Diniz,Sauber,11,20,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,de la Rosa,Arrows,12,13,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Trulli,Jordan,13,15,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Fisichella,Benetton,14,12,N/A,+1 Lap
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Mazzacane,Minardi,15,22,N/A,+2 Laps
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Gené,Minardi,16,21,N/A,Engine
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Schumacher,Williams,17,6,N/A,Spun off
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Heidfeld,Prost,18,16,N/A,Suspension
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Wurz,Benetton,19,11,N/A,Spun off
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Frentzen,Jordan,20,8,N/A,Hydraulics
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Alesi,Prost,21,17,N/A,Engine
2000,Japanese Grand Prix,Suzuka Circuit,Suzuka,Japan,2000-10-08,Verstappen,Arrows,22,14,N/A,Electrical
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Schumacher,Ferrari,1,1,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Coulthard,McLaren,2,3,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Barrichello,Ferrari,3,4,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Häkkinen,McLaren,4,2,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Villeneuve,BAR,5,6,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Irvine,Jaguar,6,7,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Wurz,Benetton,7,5,N/A,Finished
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Salo,Sauber,8,17,N/A,+1 Lap
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Fisichella,Benetton,9,13,N/A,+1 Lap
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Verstappen,Arrows,10,15,N/A,+1 Lap
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Alesi,Prost,11,18,N/A,+1 Lap
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Trulli,Jordan,12,9,N/A,+1 Lap
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Mazzacane,Minardi,13,22,N/A,Engine
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Herbert,Jaguar,14,12,N/A,Suspension
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Zonta,BAR,15,11,N/A,Engine
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Schumacher,Williams,16,8,N/A,Engine
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Gené,Minardi,17,21,N/A,Wheel
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Button,Williams,18,16,N/A,Engine
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Frentzen,Jordan,19,10,N/A,Electrical
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,de la Rosa,Arrows,20,14,N/A,Collision
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Heidfeld,Prost,21,19,N/A,Collision
2000,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2000-10-22,Diniz,Sauber,22,20,N/A,Collision
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Schumacher,Ferrari,1,1,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Coulthard,McLaren,2,6,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Barrichello,Ferrari,3,2,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Heidfeld,Sauber,4,10,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Frentzen,Jordan,5,4,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Räikkönen,Sauber,6,13,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Panis,BAR,7,9,N/A,Finished
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Burti,Jaguar,8,21,N/A,+1 Lap
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Alesi,Prost,9,14,N/A,+1 Lap
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Verstappen,Arrows,10,15,N/A,+1 Lap
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Irvine,Jaguar,11,12,N/A,+1 Lap
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Alonso,Minardi,12,19,N/A,+2 Laps
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Fisichella,Benetton,13,17,N/A,+3 Laps
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Button,Benetton,14,16,N/A,Electrical
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Pablo Montoya,Williams,15,11,N/A,Engine
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Trulli,Jordan,16,7,N/A,Engine
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Häkkinen,McLaren,17,3,N/A,Suspension
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Schumacher,Williams,18,5,N/A,Collision
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Villeneuve,BAR,19,8,N/A,Collision
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Marques,Minardi,20,22,N/A,Battery
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Bernoldi,Arrows,21,18,N/A,Spun off
2001,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,2001-03-04,Mazzacane,Prost,22,20,N/A,Brakes
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Schumacher,Ferrari,1,1,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Barrichello,Ferrari,2,2,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Coulthard,McLaren,3,8,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Frentzen,Jordan,4,9,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Schumacher,Williams,5,3,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Häkkinen,McLaren,6,4,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Verstappen,Arrows,7,18,N/A,Finished
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Trulli,Jordan,8,5,N/A,+1 Lap
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Alesi,Prost,9,13,N/A,+1 Lap
2001,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2001-03-18,Burti,Jaguar,10,15,N/A,+1 Lap
